,id,symbol,name,image,current_price,market_cap,fully_diluted_valuation,total_volume,circulating_supply,total_supply,max_supply,ath,to_ATH_pct,Price_Change_24h,Price_Change_7d,Price_Change_30d,Price_Change_200d,Price_Change_1Y,market_cap_dominance,volume_dominance,mcap_vol_ratio,mcap_circ_ratio,id_protocols,name_protocols,symbol_protocols,gecko_id,chain,category,slug,tvl,change_1h,change_1d,change_7d,gecko_id_chains,tvl_chains,tokenSymbol,cmcId,name_chains,chainId,mcap_tvl_ratio_dapp,mcap_tvl_ratio_chain
318,mobox,mbox,Mobox,https://assets.coingecko.com/coins/images/14751/large/mobox.PNG?1618146979,0.4168,80.72,416.76,4.09,193683227.0,402968268.13,1000000000.0,15.44,-97.3,-5.18,3.37,-17.97,-15.61,-60.54,0.01,0.01,19.74,0.48,1058,MOBOX,MBOX,mobox,Binance,Gaming,mobox,0.0,,,,,,,,,,,
319,canto,canto,CANTO,https://assets.coingecko.com/coins/images/26959/large/canto-network.png?1661215219,0.1633,80.26,163.4,2.0,491211881.61,1000000000.0,,0.764501,-78.6,-1.36,4.12,-35.01,-10.65,,0.01,0.0,40.13,0.49,2726,Canto,CANTO,canto,Canto,Chain,canto,0.0,,,,canto,85.85,CANTO,21516,Canto,,,0.93
320,songbird,sgb,Songbird,https://assets.coingecko.com/coins/images/18663/large/SGB_512x512.png?1645088006,0.006991,79.88,120.32,0.71,11455873509.79,17255878346.03,,0.71334,-99.02,-4.05,-15.49,-24.68,-48.39,-81.67,0.01,0.0,112.51,0.66,,,,,,,,,,,,songbird,13.8,SGB,12186,Songbird,19,,5.79
321,steem,steem,Steem,https://assets.coingecko.com/coins/images/398/large/steem.png?1547034126,0.1823,79.52,,1.55,435323505.9,,,8.19,-97.77,-3.39,-4.84,-13.29,9.1,-30.48,0.01,0.0,51.3,,,,,,,,,,,,,,,,,,,,
322,orbs,orbs,Orbs,https://assets.coingecko.com/coins/images/4630/large/Orbs.jpg?1547039896,0.0245,78.76,,1.14,3217486459.39,10000000000.0,,0.360443,-93.21,-3.52,-4.29,-16.51,-2.48,-52.39,0.01,0.0,69.09,0.32,,,,,,,,,,,,,,,,,,,
323,vethor-token,vtho,VeThor,https://assets.coingecko.com/coins/images/5230/large/VTHO_Token_Icon.png?1680056937,0.001241,78.27,,0.76,63078184100.0,,,0.04671227,-97.34,-4.1,2.59,-10.51,14.38,-39.79,0.01,0.0,102.99,,,,,,,,,,,,,,,,,,,,
324,kinesis-gold,kau,Kinesis Gold,https://assets.coingecko.com/coins/images/29788/large/kau-currency-ticker.png?1681290839,62.96,77.92,,3.67,1237252.99,1214963.0,,99.98,-37.03,0.14,-0.55,-1.68,,,0.01,0.01,21.23,1.02,,,,,,,,,,,,,,,,,,,
325,prometeus,prom,Prom,https://assets.coingecko.com/coins/images/8825/large/Ticker.png?1657632943,4.27,77.83,82.1,3.22,18250000.0,19250000.0,19250000.0,105.94,-95.97,0.01,0.62,-11.99,-0.89,-6.58,0.01,0.01,24.17,0.95,,,,,,,,,,,,,,,,,,,
326,telos,tlos,Telos,https://assets.coingecko.com/coins/images/7588/large/TLOS_200.png?1629277084,0.232,77.82,,2.96,340560240.08,355208370.67,,1.43,-83.97,20.95,13.3,13.15,30.84,-23.37,0.01,0.01,26.29,0.96,,,,,,,,,,,,telos,46.95,TLOS,4660,Telos,40,,1.66
327,nerve-finance,nrv,Nerve Finance,https://assets.coingecko.com/coins/images/14233/large/nerve_finance_logo.png?1615176392,0.004621,77.75,156.26,0.01,0.0,135501144.11,100000000.0,6.65,-99.93,-1.72,1.12,-11.85,-11.0,-41.7,0.01,0.0,7775.0,0.0,301,Nerve,NRV,nerve-finance,Binance,Dexes,nerve,1.72,0.022741909815508166,-0.47782063210074455,0.24278537655217747,,,,,,,45.2,
328,hashflow,hft,Hashflow,https://assets.coingecko.com/coins/images/26136/large/hashflow-icon-cmc.png?1668345672,0.4432,77.72,443.52,22.96,175229156.0,1000000000.0,1000000000.0,3.61,-87.69,-11.06,0.5,-23.28,-17.13,,0.01,0.04,3.39,0.18,,,,,,,,,,,,,,,,,,,
329,radiant-capital,rdnt,Radiant Capital,https://assets.coingecko.com/coins/images/26536/large/Radiant-Logo-200x200.png?1658715865,0.3004,77.6,300.29,13.81,258411553.32,1000000000.0,1000000000.0,0.585268,-48.6,-5.89,0.61,-20.12,818.75,,0.01,0.03,5.62,0.26,,,,,,,,,,,,,,,,,,,
330,wrapped-centrifuge,wcfg,Wrapped Centrifuge,https://assets.coingecko.com/coins/images/17106/large/WCFG.jpg?1626266462,0.2154,77.46,0.0,0.04,360263043.0,0.0,0.0,2.55,-91.55,-3.02,0.66,-11.13,-1.16,-23.06,0.01,0.0,1936.5,,509,Centrifuge,CFG,wrapped-centrifuge,Ethereum,RWA Lending,centrifuge,1.05,-0.00840805491660035,-0.2039960039959965,-0.10419999999999163,,,,,,,73.77,
331,murasaki,mura,Murasaki,https://assets.coingecko.com/coins/images/28570/large/mura.png?1671795851,1.33,77.37,1347.91,0.01,57400000.0,1000000000.0,1000000000.0,2.71,-50.28,-1.79,-10.82,22.91,,,0.01,0.0,7737.0,0.06,,,,,,,,,,,,,,,,,,,
332,kinesis-silver,kag,Kinesis Silver,https://assets.coingecko.com/coins/images/29789/large/kag-currency-ticker.png?1681290889,23.3,77.37,,0.12,3321007.17,3046325.0,,27.75,-16.06,-0.83,-0.86,-7.06,,,0.01,0.0,644.75,1.09,,,,,,,,,,,,,,,,,,,
333,centrifuge,cfg,Centrifuge,https://assets.coingecko.com/coins/images/15380/large/centrifuge.PNG?1620695821,0.2145,77.24,,0.25,360263043.0,447006951.0,,15.98,-98.66,-3.36,-0.3,-12.04,-1.09,-23.71,0.01,0.0,308.96,0.81,,,,,,,,,,,,,,,,,,,
334,dkargo,dka,dKargo,https://assets.coingecko.com/coins/images/11875/large/bVD0g0dlmrEOPIkt943KZIBZ086eCshyY0jIQFti4zxYdOlFltU8tKa6uJlcA14HvNjX4bc7dxdMvlpoW5NFMND85oG4aiiCbFRhI6eowDfKEBY3BoSVY0IrBbA9SFGIxh_IYrkNC5uNdG-roZ0_TlGO3098now6Tbzga0p4IDqVk6lnaX3TuRC7pgnAYWZM15RD-uEIHr3O_3OoIIWP-.jpg?1595563347,0.03,76.79,150.09,0.42,2558333333.0,5000000000.0,5000000000.0,0.703797,-95.73,-3.32,-2.32,-14.24,8.24,-50.66,0.01,0.0,182.83,0.51,,,,,,,,,,,,,,,,,,,
335,vega-protocol,vega,Vega Protocol,https://assets.coingecko.com/coins/images/15870/large/vega.PNG?1622178218,1.53,76.75,99.74,0.17,50021304.01,64999723.0,64999723.0,23.93,-93.59,-2.72,-3.43,45.63,27.0,-6.08,0.01,0.0,451.47,0.77,,,,,,,,,,,,,,,,,,,
336,maidsafecoin,emaid,MaidSafeCoin,https://assets.coingecko.com/coins/images/80/large/maidsafecoin.png?1547033750,0.1495,76.3,,0.0,0.0,2304971.0,,1.37,-89.11,-1.04,-3.41,-24.85,39.37,-12.82,0.01,0.0,,0.0,,,,,,,,,,,,,,,,,,,
337,vibing,vbg,Vibing,https://assets.coingecko.com/coins/images/27549/large/DfQRpDCm_400x400.jpeg?1664442575,0.5217,74.38,519.81,0.01,143080000.0,1000000000.0,1000000000.0,1.83,-71.14,-2.99,-1.53,-11.75,415.8,,0.01,0.0,7438.0,0.14,,,,,,,,,,,,,,,,,,,
338,dero,dero,Dero,https://assets.coingecko.com/coins/images/3522/large/dero_logo_png.png?1582180390,5.82,73.87,122.37,0.23,12677351.0,18400000.0,20999999.0,27.29,-78.65,-5.72,2.11,-18.28,30.58,-7.84,0.01,0.0,321.17,0.69,,,,,,,,,,,,,,,,,,,
339,nkn,nkn,NKN,https://assets.coingecko.com/coins/images/3375/large/nkn.png?1548329212,0.1133,73.7,113.38,8.66,650000000.0,1000000000.0,1000000000.0,1.44,-92.1,-6.89,1.78,4.1,44.04,12.75,0.01,0.02,8.51,0.65,,,,,,,,,,,,,,,,,,,
340,pha,pha,Phala,https://assets.coingecko.com/coins/images/12451/large/phala.png?1600061318,0.1294,73.26,129.36,8.06,566316509.96,1000000000.0,1000000000.0,1.39,-90.69,-3.84,9.32,-10.41,-18.71,-2.51,0.01,0.01,9.09,0.57,,,,,,,,,,,,,,,,,,,
341,everipedia,iq,IQ,https://assets.coingecko.com/coins/images/5010/large/YAIS3fUh.png?1626267646,0.004791,73.25,100.56,1.25,15297126416.93,15297126416.93,21000000000.0,0.072382,-93.38,-3.58,-4.52,-16.58,44.88,-20.44,0.01,0.0,58.6,1.0,1083,IQ,IQ,everipedia,Ethereum,Services,iq,0.0,,,,,,,,,,,
342,ardor,ardr,Ardor,https://assets.coingecko.com/coins/images/525/large/Ardor_Vertical_1.png?1606797362,0.073,72.95,,0.8,998466231.0,998466231.0,,2.04,-96.42,-0.73,-1.31,-14.55,-1.77,-40.22,0.01,0.0,91.19,1.0,,,,,,,,,,,,,,,,,,,
343,evmos,evmos,Evmos,https://assets.coingecko.com/coins/images/24023/large/evmos.png?1653958927,0.1404,72.35,140.57,0.46,514678794.54,1000000000.0,,6.84,-97.93,-2.56,-18.91,-53.5,-89.69,-95.36,0.01,0.0,157.28,0.51,,,,,,,,,,,,evmos,2.94,EVMOS,,Evmos,9001,,24.61
344,mass-vehicle-ledger,mvl,MVL,https://assets.coingecko.com/coins/images/3476/large/mass-vehicle-ledger.png?1547978299,0.003153,72.28,94.27,1.07,23002958863.0,27802958863.0,30000000000.0,0.06973,-95.49,-3.78,-4.99,-21.45,-8.3,-50.29,0.01,0.0,67.55,0.83,,,,,,,,,,,,,,,,,,,
345,republic-protocol,ren,REN,https://assets.coingecko.com/coins/images/3139/large/REN.png?1589985807,0.0718,71.88,71.88,6.1,1000000000.0,1000000000.0,1000000000.0,1.8,-96.01,-5.52,-3.85,-20.55,-8.88,-54.54,0.01,0.01,11.78,1.0,117,RenVM,REN,republic-protocol,Multi-Chain,Bridge,renvm,21.98,-0.3115117930246356,-6.30575248403396,-3.822658084139036,,,,,,,3.27,
346,venus,xvs,Venus,https://assets.coingecko.com/coins/images/12677/large/download.jpg?1648049688,4.78,71.32,143.44,2.22,14916728.64,29745109.54,30000000.0,146.82,-96.74,-3.36,-2.05,-21.34,19.98,-2.82,0.01,0.0,32.13,0.5,212,Venus,XVS,venus,Binance,Lending,venus,787.8,0.15628188253612052,-2.037636990344069,0.5758943172593689,,,,,,,0.09,
347,dock,dock,Dock,https://assets.coingecko.com/coins/images/3978/large/dock-icon-dark-large.png?1623764407,0.0172,70.45,,0.43,0.0,1000000000.0,,0.241848,-92.87,-4.39,2.1,-14.74,26.8,-23.66,0.01,0.0,163.84,0.0,,,,,,,,,,,,,,,,,,,
348,request-network,req,Request,https://assets.coingecko.com/coins/images/1031/large/Request_icon_green.png?1643250951,0.0904,70.07,91.14,3.36,768860978.75,999755995.51,1000000000.0,1.059,-91.5,5.79,6.67,-3.76,7.64,-29.45,0.01,0.01,20.85,0.77,,,,,,,,,,,,,,,,,,,
349,sharering,shr,Share,https://assets.coingecko.com/coins/images/3609/large/74586729_2443914875881351_2785018663453851648_n.png?1574898410,0.002145,69.45,,0.08,0.0,4396000000.0,,0.098334,-97.82,-0.02,-2.33,-3.23,37.96,-30.36,0.01,0.0,868.12,0.0,,,,,,,,,,,,,,,,,,,
350,tenset,10set,Tenset,https://assets.coingecko.com/coins/images/14629/large/PNG_Tenset_Sign-back_RGB.png?1674442519,0.4017,69.27,69.27,0.01,172316480.0,172316480.0,172316480.0,6.48,-93.79,-1.84,-12.46,-31.48,-60.2,-86.62,0.01,0.0,6927.0,1.0,,,,,,,,,,,,,,,,,,,
351,beta-finance,beta,Beta Finance,https://assets.coingecko.com/coins/images/18715/large/beta_finance.jpg?1633087053,0.1021,69.01,101.89,6.34,677272727.0,1000000000.0,1000000000.0,3.45,-97.04,-7.07,9.89,11.35,62.7,-25.99,0.01,0.01,10.88,0.68,464,Beta Finance,BETA,beta-finance,Multi-Chain,Lending,beta-finance,1.73,-0.18531574878019796,-3.1745328308133764,2.261055040975023,,,,,,,39.89,
352,hooked-protocol,hook,Hooked Protocol,https://assets.coingecko.com/coins/images/28288/large/hooked2.png?1669195270,1.38,68.95,689.54,18.57,50000000.0,500000000.0,500000000.0,4.07,-66.11,-6.58,-1.97,-25.75,,,0.01,0.03,3.71,0.1,,,,,,,,,,,,,,,,,,,
353,tokamak-network,ton,Tokamak Network,https://assets.coingecko.com/coins/images/12260/large/D919x5-s_400x400.png?1598568068,1.46,68.64,72.72,0.51,47192794.0,50000000.0,,30.51,-95.23,-3.76,-5.11,-14.08,19.21,-37.68,0.01,0.0,134.59,0.94,,,,,,,,,,,,,,,,,,,
354,wink,win,WINkLink,https://assets.coingecko.com/coins/images/9129/large/WinK.png?1564624891,7.1e-05,68.63,,7.26,961737300000.0,999000000000.0,,0.00289424,-97.53,-3.53,-4.05,-14.89,-24.91,-54.49,0.01,0.01,9.45,0.96,,,,,,,,,,,,,,,,,,,
355,chainx,pcx,ChainX,https://assets.coingecko.com/coins/images/9133/large/chainx.png?1572094352,0.361,68.53,,0.03,0.0,21000000.0,,17.54,-97.93,-2.0,0.09,-4.75,-4.0,-69.8,0.01,0.0,2284.33,0.0,,,,,,,,,,,,,,,,,,,
356,stratis,strax,Stratis,https://assets.coingecko.com/coins/images/531/large/stratis.png?1547034209,0.456,68.13,,1.4,149657733.41,,,22.77,-98.0,-3.61,-3.42,-21.25,-0.56,-25.12,0.01,0.0,48.66,,,,,,,,,,,,,,,,,,,,
357,wrapped-nxm,wnxm,Wrapped NXM,https://assets.coingecko.com/coins/images/11890/large/wNXM.png?1674799594,28.85,67.94,67.94,0.73,2355655.51,2355655.51,2355655.51,130.82,-77.94,-3.77,9.96,12.28,174.4,48.56,0.01,0.0,93.07,1.0,,,,,,,,,,,,,,,,,,,
358,creditcoin-2,ctc,Creditcoin,https://assets.coingecko.com/coins/images/10569/large/ctc.png?1644650695,0.3018,67.92,607.87,20.03,223464279.0,599999997.0,2000000000.0,8.67,-96.5,-2.03,-2.04,-3.11,-22.14,-43.45,0.01,0.04,3.39,0.37,,,,,,,,,,,,,,,,,,,
359,civic,cvc,Civic,https://assets.coingecko.com/coins/images/788/large/civic-orange.png?1657246016,0.0845,67.75,,1.47,802000010.0,1000000000.0,,1.35,-93.74,-3.97,-2.23,-16.95,-7.6,-51.92,0.01,0.0,46.09,0.8,,,,,,,,,,,,,,,,,,,
360,covalent,cqt,Covalent,https://assets.coingecko.com/coins/images/14168/large/covalent-cqt.png?1624545218,0.1181,67.71,118.18,0.17,572920038.14,1000000000.0,1000000000.0,2.08,-94.31,1.02,-4.34,-28.77,40.26,-22.3,0.01,0.0,398.29,0.57,,,,,,,,,,,,,,,,,,,
361,keep-network,keep,Keep Network,https://assets.coingecko.com/coins/images/3373/large/IuNzUb5b_400x400.jpg?1589526336,0.1231,67.67,123.09,0.25,549716300.27,1000000000.0,1000000000.0,6.1,-97.98,-2.95,-6.06,-17.77,44.66,-45.14,0.01,0.0,270.68,0.55,124,KEEP Network,KEEP,keep-network,Ethereum,Cross Chain,keep-network,0.92,-0.06826566567777093,-1.1495268776480287,3.2157366884757863,,,,,,,73.55,
362,spell-token,spell,Spell,https://assets.coingecko.com/coins/images/15861/large/abracadabra-3.png?1622544862,0.000581,67.63,121.96,13.52,116456189137.26,196008739620.0,210000000000.0,0.03506357,-98.34,-0.65,0.64,-14.73,-13.92,-56.74,0.01,0.02,5.0,0.59,347,Abracadabra,SPELL,spell-token,Multi-Chain,CDP,abracadabra,242.89,-0.008807315202659538,-0.08013932439965288,-0.43586659455041854,,,,,,,0.28,
363,arpa,arpa,ARPA,https://assets.coingecko.com/coins/images/8506/large/9u0a23XY_400x400.jpg?1559027357,0.0687,67.57,137.58,120.91,982174603.29,1500000000.0,2000000000.0,0.268622,-74.41,-2.46,-26.21,74.48,158.28,69.4,0.01,0.22,0.56,0.65,,,,,,,,,,,,,,,,,,,
364,bifrost,bfc,Bifrost,https://assets.coingecko.com/coins/images/4639/large/bifrost_32.png?1608520677,0.0529,67.43,125.28,0.85,1274793909.83,2368584074.0,2368584074.0,0.778815,-93.21,1.42,-2.07,-6.82,-30.15,-27.21,0.01,0.0,79.33,0.54,,,,,,,,,,,,,,,,,,,
365,dust-protocol,dust,DUST Protocol,https://assets.coingecko.com/coins/images/24289/large/dust-protocol-degod.png?1647306854,2.0,66.53,66.54,0.25,33297819.0,33297819.0,33300000.0,7.58,-73.6,-2.73,-3.32,10.84,546.03,-22.99,0.01,0.0,266.12,1.0,,,,,,,,,,,,,,,,,,,
366,shardus,ult,Shardus,https://assets.coingecko.com/coins/images/8383/large/final_logo_photoshop.png?1557890272,0.1493,65.61,,0.0,439556760.33,1000000000.0,,2.19,-93.2,-2.16,-19.71,10.05,39.58,-18.58,0.01,0.0,,0.44,,,,,,,,,,,,,,,,,,,
367,xsgd,xsgd,XSGD,https://assets.coingecko.com/coins/images/12832/large/StraitsX_Singapore_Dollar_%28XSGD%29_Token_Logo.png?1633936813,0.7385,65.37,,34.0,88391259.5,88391259.5,,1.36,-45.53,-0.11,-0.65,-1.55,1.24,1.05,0.01,0.06,1.92,1.0,,,,,,,,,,,,,,,,,,,
368,power-ledger,powr,Power Ledger,https://assets.coingecko.com/coins/images/1104/large/power-ledger.png?1547035082,0.1511,64.9,,1.58,429712891.92,1000000000.0,,1.89,-92.01,-3.6,-3.74,-12.75,5.23,-46.3,0.01,0.0,41.08,0.43,,,,,,,,,,,,,,,,,,,
369,metal,mtl,Metal DAO,https://assets.coingecko.com/coins/images/763/large/Metal.png?1592195010,1.01,64.85,,8.09,64633864.15,66588888.0,,17.03,-94.09,-6.83,0.35,-10.5,49.97,-28.69,0.01,0.01,8.02,0.97,,,,,,,,,,,,,,,,,,,
370,fidu,fidu,Fidu,https://assets.coingecko.com/coins/images/25944/large/GFI-asset-icon.png?1654827482,0.9394,64.63,,0.0,68796926.22,68796926.22,,1.11,-15.65,,0.08,1.21,-5.74,,0.01,0.0,,1.0,,,,,,,,,,,,,,,,,,,
371,certik,ctk,Shentu,https://assets.coingecko.com/coins/images/12944/large/shentu_2.jpg?1653886628,0.7036,64.53,,2.63,91862184.77,120315627.18,,3.94,-82.12,-5.04,-4.21,-8.44,-6.34,-21.96,0.01,0.0,24.54,0.76,,,,,,,,,,,,,,,,,,,
372,hxro,hxro,Hxro,https://assets.coingecko.com/coins/images/7805/large/Hxro_Profile_Transparent.png?1622443308,0.1061,64.45,,0.02,606985617.05,1000000000.0,,0.800981,-86.74,9.51,-8.53,-9.19,48.47,-56.61,0.01,0.0,3222.5,0.61,2574,HXRO Network,HXRO,hxro,Solana,Derivatives,hxro-network,0.0,,,,,,,,,,,
373,bancor,bnt,Bancor Network,https://assets.coingecko.com/coins/images/736/large/bancor-bnt.png?1628822309,0.4095,63.88,63.88,1.52,156196739.12,156196739.12,156196739.12,10.72,-96.18,-2.37,1.57,-12.24,10.31,-70.05,0.01,0.0,42.03,1.0,,,,,,,,,,,,,,,,,,,
374,stader-maticx,maticx,Stader MaticX,https://assets.coingecko.com/coins/images/25383/large/maticx.png?1674714297,0.9438,63.71,9433.92,0.25,67528359.23,67528359.23,10000000000.0,2.07,-54.36,-2.9,2.1,-9.1,-3.86,39.33,0.01,0.0,254.84,1.0,,,,,,,,,,,,,,,,,,,
375,concordium,ccd,Concordium,https://assets.coingecko.com/coins/images/23547/large/Sf_cldmL_400x400.jpg?1644398109,0.008364,62.74,,0.59,7505802195.81,12071859685.65,,0.149407,-94.38,-5.86,10.87,2.89,-15.25,-61.06,0.01,0.0,106.34,0.62,,,,,,,,,,,,,,,,,,,
376,xido-finance,xido,Xido Finance,https://assets.coingecko.com/coins/images/16161/large/KJw4clj.png?1623141959,2.19,62.29,,0.01,28314463.64,100000000.0,,481.05,-99.54,-6.2,-10.78,-19.86,26.06,-82.27,0.01,0.0,6229.0,0.28,,,,,,,,,,,,,,,,,,,
377,project-galaxy,gal,Galxe,https://assets.coingecko.com/coins/images/24530/large/galaxy.jpg?1662517258,1.33,61.98,,8.95,46545329.52,200000000.0,,18.32,-92.71,-4.77,-1.97,-22.94,-10.72,-73.94,0.01,0.02,6.93,0.23,,,,,,,,,,,,,,,,,,,
378,gamefi,gafi,GameFi,https://assets.coingecko.com/coins/images/18292/large/gamefi.PNG?1631312307,7.33,61.14,109.61,0.44,8340920.0,14954970.0,14954970.0,352.17,-97.92,6.35,7.48,-9.36,-5.57,-47.48,0.01,0.0,138.95,0.56,,,,,,,,,,,,,,,,,,,
379,mdex,mdx,Mdex (HECO),https://assets.coingecko.com/coins/images/13775/large/mdex.png?1611739676,0.0638,60.65,,0.26,950246686.55,1060000000.0,,10.11,-99.37,-1.58,-1.64,-14.93,-10.08,-38.23,0.01,0.0,233.27,0.9,334,MDEX,MDX,mdex,Multi-Chain,Dexes,mdex,36.87,0.21480960035276553,-1.1580551160402592,0.6560910509417113,,,,,,,1.64,
380,quark-chain,qkc,QuarkChain,https://assets.coingecko.com/coins/images/3849/large/quarkchain.png?1548387524,0.00885,60.59,,0.94,6848963887.0,10000000000.0,,0.338765,-97.39,-3.44,-3.47,-16.57,9.52,-30.02,0.01,0.0,64.46,0.68,,,,,,,,,,,,,,,,,,,
381,dusk-network,dusk,DUSK Network,https://assets.coingecko.com/coins/images/5217/large/D_ticker_purple_on_circle_%282%29.png?1563781659,0.1431,60.28,143.13,2.91,421164409.32,500000000.0,1000000000.0,1.09,-86.87,-3.82,-2.08,-11.83,58.83,-0.91,0.01,0.01,20.71,0.84,,,,,,,,,,,,,,,,,,,
382,hunt-token,hunt,Hunt,https://assets.coingecko.com/coins/images/7989/large/HUNT.png?1571024256,0.3024,60.06,60.06,1.08,198912688.0,198912688.0,198912688.0,1.46,-79.34,-3.18,-4.22,-18.22,18.24,-47.63,0.01,0.0,55.61,1.0,,,,,,,,,,,,,,,,,,,
383,clash-of-lilliput,col,Clash of Lilliput,https://assets.coingecko.com/coins/images/26070/large/col.png?1655540086,0.7059,57.96,706.15,0.06,82074400.0,1000000000.0,1000000000.0,1.9,-62.72,-3.36,0.25,-3.16,20.05,,0.0,0.0,966.0,0.08,,,,,,,,,,,,,,,,,,,
384,aurora-dao,idex,IDEX,https://assets.coingecko.com/coins/images/2565/large/idexlogo.png?1684982937,0.0781,57.34,78.09,18.02,734221812.57,1000000000.0,1000000000.0,0.937763,-91.67,-9.78,-3.33,-22.37,78.15,-0.57,0.0,0.03,3.18,0.73,230,IDEX,IDEX,aurora-dao,Multi-Chain,Dexes,idex,2.37,0.013554328141978544,-2.0908562785514846,3.06337365490279,,,,,,,24.19,
385,marblex,mbx,Marblex,https://assets.coingecko.com/coins/images/24423/large/AgYzKzLt_400x400.jpg?1647654911,1.05,57.02,1051.05,1.41,54254943.09,999798906.0,1000000000.0,20.74,-94.92,-6.71,4.75,-20.44,-52.77,-93.1,0.0,0.0,40.44,0.05,,,,,,,,,,,,,,,,,,,
386,morpheus-network,mnw,Morpheus Network,https://assets.coingecko.com/coins/images/2379/large/MRPH_CoinGecko.png?1635847791,1.51,56.75,72.45,0.22,37520088.39,47897218.0,47897218.0,5.46,-72.29,-4.35,7.1,-4.75,18.7,127.09,0.0,0.0,257.95,0.78,,,,,,,,,,,,,,,,,,,
387,superfarm,super,SuperVerse,https://assets.coingecko.com/coins/images/14040/large/SuperVerse_Logo_200x200.png?1669963064,0.1394,56.3,139.4,3.38,403829654.42,999998077.42,999998077.42,4.74,-97.06,-2.09,1.2,-1.36,39.5,-36.09,0.0,0.01,16.66,0.4,1093,SuperFarm,SUPER,superfarm,Ethereum,Services,superfarm,0.12,0.10518758178812959,-6.459768293192781,7.629624384639655,,,,,,,469.17,
388,world-mobile-token,wmt,World Mobile Token,https://assets.coingecko.com/coins/images/17333/large/Colored_Token.png?1627346708,0.1329,56.09,265.71,0.44,422196655.78,2000000000.0,2000000000.0,0.979732,-86.43,-0.45,0.41,-5.07,-9.86,-58.56,0.0,0.0,127.48,0.21,2847,World Mobile Token,WMT,world-mobile-token,Cardano,Services,world-mobile-token,0.0,,,,,,,,,,,
389,ceek,ceek,CEEK Smart VR,https://assets.coingecko.com/coins/images/2581/large/ceek-smart-vr-token-logo.png?1547036714,0.0668,55.74,,1.74,830725361.0,1000000000.0,,1.19,-94.36,-4.93,-8.31,-11.2,-34.98,-64.39,0.0,0.0,32.03,0.83,,,,,,,,,,,,,,,,,,,
390,superrare,rare,SuperRare,https://assets.coingecko.com/coins/images/17753/large/RARE.jpg?1629220534,0.09,55.58,90.12,1.0,616721043.76,1000000000.0,1000000000.0,3.64,-97.53,-4.6,-3.45,-21.2,-12.85,-68.06,0.0,0.0,55.58,0.62,,,,,,,,,,,,,,,,,,,
391,boba-network,boba,Boba Network,https://assets.coingecko.com/coins/images/20285/large/BOBA.png?1636811576,0.1655,55.34,83.14,0.81,332800777.08,500000000.0,500000000.0,7.93,-97.91,-2.11,-3.4,-21.96,-23.25,-66.05,0.0,0.0,68.32,0.67,,,,,,,,,,,,boba-network,3.15,BOBA,14556,Boba,288,,17.57
392,alexgo,alex,ALEX Lab,https://assets.coingecko.com/coins/images/25837/large/ALEX_Token.png?1662728114,0.0904,54.6,90.42,0.41,603878513.85,603878513.85,1000000000.0,0.181775,-50.09,-9.66,-18.75,55.21,561.82,,0.0,0.0,133.17,1.0,1466,ALEX,ALEX,alexgo,Stacks,Dexes,alex,24.93,-0.49033839059575257,-6.8181574543667836,-12.567026958238117,,,,,,,2.19,
393,sun-token,sun,Sun Token,https://assets.coingecko.com/coins/images/12424/large/RSFOmQ.png?1624024337,0.005751,54.52,,6.1,9477339972.0,19900730000.0,,66.45,-99.99,-2.05,-3.63,-2.62,9.11,-41.92,0.0,0.01,8.94,0.48,431,SUN.io,SUN,sun-token,Tron,Dexes,sun.io,96.03,0.07654610755641045,-0.06621131865355778,3.5392804357795598,,,,,,,0.57,
394,gelato,gel,Gelato,https://assets.coingecko.com/coins/images/15026/large/Gelato_Icon_Logo_1024x1024.png?1619491717,0.2711,54.5,114.14,0.04,200877778.87,420690000.0,420690000.0,4.21,-93.55,-2.52,0.88,-4.04,78.13,-47.39,0.0,0.0,1362.5,0.48,,,,,,,,,,,,,,,,,,,
395,dola-usd,dola,DOLA,https://assets.coingecko.com/coins/images/14287/large/dola.png?1667738374,0.99,53.99,62.6,0.16,54350147.31,63016960.86,,1.87,-46.94,-0.08,-0.09,-0.35,-0.78,-0.64,0.0,0.0,337.44,0.86,,,,,,,,,,,,,,,,,,,
396,usd,usd+,Overnight.fi USD+,https://assets.coingecko.com/coins/images/25757/large/USD__logo.png?1653519267,1.0,53.89,53.89,4.07,53981352.77,53981352.77,,1.18,-15.24,-0.24,0.01,-0.1,-0.28,-0.58,0.0,0.01,13.24,1.0,,,,,,,,,,,,,,,,,,,
397,alien-worlds,tlm,Alien Worlds,https://assets.coingecko.com/coins/images/14676/large/kY-C4o7RThfWrDQsLCAG4q4clZhBDDfJQVhWUEKxXAzyQYMj4Jmq1zmFwpRqxhAJFPOa0AsW_PTSshoPuMnXNwq3rU7Imp15QimXTjlXMx0nC088mt1rIwRs75GnLLugWjSllxgzvQ9YrP4tBgclK4_rb17hjnusGj_c0u2fx0AvVokjSNB-v2poTj0xT9BZRCbzRE3-lF1.jpg?1617700061,0.0151,53.78,150.69,3.13,3568849735.64,6014783052.68,10000000000.0,7.16,-99.79,-5.25,-4.04,-20.15,-2.19,-59.66,0.0,0.01,17.18,0.59,,,,,,,,,,,,,,,,,,,
